Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of Use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Seconds per Use,Call per Month,SMS per Month,Seconds per Month,Usage Index
0,0,26,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,25,0,0,0,0,0,4,1,2,45,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
4,0,24,0,515,21,0,13,2,1,1,25,24.12,0,24.52,2.33,0.0,57.22,-2.500162635003635
0,0,24,0,2515,50,0,23,3,1,1,30,102.6,0,50.3,5.56,0.0,279.44,-1.524090459810973
0,0,17,0,985,15,3,14,2,1,1,25,58.5,0,65.67,1.67,0.33,109.44,-2.466533600834257
10,0,16,0,5682,130,60,42,1,2,1,15,649.66,0,43.71,14.44,6.67,631.33,1.139090901775602
6,0,14,0,8222,160,48,40,4,1,1,45,329.55,0,51.39,17.78,5.33,913.56,2.154940517529841
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,0,63.0,3.78,0.67,238.0,-1.8369925756444347
0,0,8,0,3680,29,190,10,3,1,1,30,908.36,0,126.9,3.62,23.75,460.0,0.056462657478231204
0,0,8,0,777,8,0,7,3,1,1,30,31.4,1,97.12,1.0,0.0,97.12,-2.6634394821009946
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0,61.55,7.89,0.56,485.56,-0.6770794338171434
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0,63.6,0.56,0.78,35.33,-2.762616284878096
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0,40.88,6.67,39.89,272.56,1.7875122010988331
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0,63.61,7.33,0.11,466.44,-0.839583549866418
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0,41.26,6.44,0.22,265.89,-1.3967597035753148
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0,46.04,9.11,3.56,419.44,-0.3901665366943699
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0,60.51,4.33,31.67,262.22,0.7516300178812141
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0,75.33,13.44,16.0,1012.78,2.533575228409651
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0,81.5,18.78,0.0,1530.33,3.2034821165755702
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0,54.4,9.22,0.22,501.67,-0.46112926394892706
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0,62.29,10.56,0.78,657.56,0.12289799436418791
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0,41.44,6.0,0.89,248.67,-1.4500818573191028
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0,67.29,25.0,6.0,1682.22,4.971897579015814
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0,114.63,3.0,53.67,343.89,2.456625538322708
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0,85.08,20.22,16.67,1720.56,5.151476365781628
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0,75.58,9.56,20.67,722.22,1.6767951183458045
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0,62.5,1.56,0.0,97.22,-2.5362536145994783
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0,50.71,1.56,1.44,78.89,-2.461140877293021
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0,59.12,14.11,42.67,834.22,4.364959320504495
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0,74.45,17.11,1.22,1273.89,2.493736931576238
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0,89.57,8.33,12.0,746.44,0.8527170354063692
23,0,33,0,955,47,16,17,2,1,2,25,117.09,1,20.32,5.22,1.78,106.11,-1.804871511122203
21,1,36,8,10435,93,1,42,5,1,1,55,159.42,0,112.2,10.33,0.11,1159.44,1.1048839536256296
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,1,59.37,10.89,2.89,646.44,0.31808736253416203
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0,129.09,2.44,0.0,315.56,-1.9324167964491394
9,1,35,0,2990,41,9,16,3,1,2,30,157.24,1,72.93,4.56,1.0,332.22,-1.4885746336753949
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1,51.55,4.89,3.78,252.0,-1.3879401539052694
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1,66.5,0.22,0.0,14.78,-2.919884076389162
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0,66.72,2.78,0.0,185.33,-2.1578804660069926
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0,69.95,10.78,1.56,753.89,0.42428989502673153
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1,89.71,0.78,1.0,69.78,-2.6370004708748596
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0,84.5,0.44,0.44,37.56,-2.801560411313163
25,0,31,3,16075,238,0,80,2,1,1,25,734.085,0,67.54,26.44,0.0,1786.11,4.944286266788637
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0,60.04,12.89,30.11,773.89,3.0533312035808864
2,0,36,0,3718,82,2,28,2,1,1,25,180.0,0,45.34,9.11,0.22,413.11,-0.6671400575766756
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0,37.84,4.89,4.22,185.0,-1.4955623265347524
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0,52.45,5.89,19.44,308.89,0.1276014159535186
4,1,27,1,1315,36,193,11,2,2,1,25,929.295,1,36.53,4.0,21.44,146.11,-0.35575729279725654
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0,28.0,2.78,1.11,77.78,-2.299215965160556
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0,82.5,1.11,2.33,91.67,-2.4329785818962915
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0,38.28,3.56,2.11,136.11,-1.974568370732008
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0,52.87,6.78,0.89,358.33,-1.0951053374638822
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0,65.19,2.89,3.11,188.33,-1.8882434409674285
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0,45.33,15.67,9.44,710.22,1.71738106164243
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0,52.23,19.0,8.11,992.44,2.7332306773966697
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0,63.38,5.0,3.44,316.89,-1.2587024157776066
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0,109.75,4.44,23.89,487.78,0.6347528173450594
3,0,9,1,1487,19,0,7,3,1,1,30,60.24,1,78.26,2.11,0.0,165.22,-2.3047155538808384
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0,61.55,7.89,0.56,485.56,-0.6770794338171434
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0,63.6,0.56,0.78,35.33,-2.762616284878096
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0,40.88,6.67,39.89,272.56,1.7875122010988331
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0,63.61,7.33,0.11,466.44,-0.839583549866418
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0,41.26,6.44,0.22,265.89,-1.3967597035753148
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0,46.04,9.11,3.56,419.44,-0.3901665366943699
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0,60.51,4.33,31.67,262.22,0.7516300178812141
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0,75.33,13.44,16.0,1012.78,2.533575228409651
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0,81.5,18.78,0.0,1530.33,3.2034821165755702
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0,54.4,9.22,0.22,501.67,-0.46112926394892706
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0,62.29,10.56,0.78,657.56,0.12289799436418791
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0,41.44,6.0,0.89,248.67,-1.4500818573191028
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0,67.29,25.0,6.0,1682.22,4.971897579015814
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0,114.63,3.0,53.67,343.89,2.456625538322708
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0,85.08,20.22,16.67,1720.56,5.151476365781628
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0,75.58,9.56,20.67,722.22,1.6767951183458045
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0,62.5,1.56,0.0,97.22,-2.5362536145994783
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0,50.71,1.56,1.44,78.89,-2.461140877293021
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0,59.12,14.11,42.67,834.22,4.364959320504495
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0,74.45,17.11,1.22,1273.89,2.493736931576238
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0,89.57,8.33,12.0,746.44,0.8527170354063692
23,1,33,0,955,47,16,17,2,1,2,25,117.09,1,20.32,5.22,1.78,106.11,-1.804871511122203
21,0,36,8,10435,93,1,42,5,1,1,55,159.42,0,112.2,10.33,0.11,1159.44,1.1048839536256296
13,1,36,1,5818,98,26,24,2,1,1,25,383.22,1,59.37,10.89,2.89,646.44,0.31808736253416203
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0,129.09,2.44,0.0,315.56,-1.9324167964491394
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1,72.93,4.56,1.0,332.22,-1.4885746336753949
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1,51.55,4.89,3.78,252.0,-1.3879401539052694
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1,66.5,0.22,0.0,14.78,-2.919884076389162
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0,66.72,2.78,0.0,185.33,-2.1578804660069926
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0,69.95,10.78,1.56,753.89,0.42428989502673153
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1,89.71,0.78,1.0,69.78,-2.6370004708748596
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0,84.5,0.44,0.44,37.56,-2.801560411313163
25,1,31,3,16075,238,0,80,2,1,1,25,734.085,0,67.54,26.44,0.0,1786.11,4.944286266788637
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0,60.04,12.89,30.11,773.89,3.0533312035808864
2,0,36,0,3718,82,2,28,2,1,1,25,180.0,0,45.34,9.11,0.22,413.11,-0.6671400575766756
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0,37.84,4.89,4.22,185.0,-1.4955623265347524
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0,52.45,5.89,19.44,308.89,0.1276014159535186
4,0,27,1,1315,36,193,11,2,2,1,25,929.295,0,36.53,4.0,21.44,146.11,-0.35575729279725654
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0,28.0,2.78,1.11,77.78,-2.299215965160556
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0,82.5,1.11,2.33,91.67,-2.4329785818962915
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0,38.28,3.56,2.11,136.11,-1.974568370732008
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0,52.87,6.78,0.89,358.33,-1.0951053374638822
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0,65.19,2.89,3.11,188.33,-1.8882434409674285
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0,45.33,15.67,9.44,710.22,1.71738106164243
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0,52.23,19.0,8.11,992.44,2.7332306773966697
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0,63.38,5.0,3.44,316.89,-1.2587024157776066
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0,109.75,4.44,23.89,487.78,0.6347528173450594
3,1,9,1,1487,19,0,7,3,1,1,30,60.24,1,78.26,2.11,0.0,165.22,-2.3047155538808384
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0,62.54,7.22,0.0,451.67,-0.8971832297813949
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0,39.78,6.0,39.11,238.67,1.549843106602848
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,0,64.88,6.67,0.0,432.56,-1.0245567487672018
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0,40.15,5.78,0.0,232.0,-1.5905155517419653
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0,45.66,8.44,2.78,385.56,-0.627835631190355
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0,62.27,3.67,30.89,228.33,0.5139609233852289
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0,76.61,12.78,15.22,978.89,2.295906133913666
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0,82.63,18.11,0.0,1496.44,3.027291566940653
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0,54.68,8.56,0.0,467.78,-0.6548851121155777
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0,63.07,9.89,0.0,623.67,-0.11477110013179737
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0,40.27,5.33,0.11,214.78,-1.687750951815088
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0,67.74,24.33,5.22,1648.33,4.73422848451983
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0,132.86,2.33,52.89,310.0,2.218956443826723
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0,86.25,19.56,15.89,1686.67,4.913807271285643
0,0,35,0,6195,80,179,24,3,1,1,30,967.0,0,77.44,8.89,19.89,688.33,1.4391260238498194
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0,50.62,0.89,0.67,45.0,-2.6988099717890064
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0,59.53,13.44,41.89,800.33,4.127290226008509
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0,75.41,16.44,0.44,1240.0,2.256067837080253
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0,92.94,7.67,11.22,712.56,0.6150479409103842
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1,15.85,4.56,1.0,72.22,-2.042540605618188
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0,116.44,9.67,0.0,1125.56,0.9199107547248458
8,1,34,0,5513,92,19,22,2,1,1,25,337.725,1,59.92,10.22,2.11,612.56,0.08041826803817692
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0,158.44,1.78,0.0,281.67,-2.108607346084056
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1,76.71,3.89,0.22,298.33,-1.72624372817138
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,1,51.66,4.22,3.0,218.11,-1.6256092484012545
0,1,34,0,0,0,0,0,3,1,2,30,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0,71.74,2.11,0.0,151.44,-2.3340710156419098
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,0,71.21,10.11,0.78,720.0,0.1866208005307466
0,0,34,0,0,0,0,0,5,1,1,55,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0,67.97,25.78,0.0,1752.22,4.768095717153721
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0,60.55,12.22,29.33,740.0,2.8156621090849017
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0,44.91,8.44,0.0,379.22,-0.8608959057433263
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0,35.79,4.22,3.44,151.11,-1.7332314210307374
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0,52.66,5.22,18.67,275.0,-0.11006767854246646
0,1,25,0,1010,30,186,9,2,2,1,25,883.8,1,33.67,3.33,20.67,112.22,-0.5934263872932415
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0,20.79,2.11,0.33,43.89,-2.5368850596565413
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0,130.0,0.44,1.56,57.78,-2.670647676392277
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0,35.38,2.89,1.33,102.22,-2.212237465227993
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0,53.09,6.11,0.11,324.44,-1.3327744319598671
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0,69.5,2.22,2.33,154.44,-2.1259125354634136
11,0,15,0,6088,135,78,40,1,2,1,15,771.265,0,45.1,15.0,8.67,676.44,1.4799487047412925
7,0,13,0,8628,165,66,38,4,1,1,45,384.825,0,52.29,18.33,7.33,958.67,2.4957983204955316
3,0,14,2,2548,39,24,17,3,1,1,30,199.48,0,65.33,4.33,2.67,283.11,-1.4961347726787444
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0,120.15,4.86,29.71,583.57,0.39708372284907434
0,1,7,0,1183,13,0,5,2,1,2,25,53.82,1,91.0,1.86,0.0,169.0,-2.480669365920908
6,0,38,0,4125,68,3,17,2,1,1,25,202.185,0,60.66,7.56,0.33,458.33,-0.8046382346897154
8,0,37,0,2208,57,357,24,2,1,1,25,1708.425,0,38.74,6.33,39.67,245.33,1.6599534002262613
8,0,38,0,3953,63,0,35,1,1,1,15,220.88,0,62.75,7.0,0.0,439.22,-0.958359701473123
1,0,38,0,2148,55,0,33,1,1,1,15,121.165,0,39.05,6.11,0.0,238.67,-1.5243185044478864
9,0,38,1,3530,79,30,28,3,1,1,30,264.36,0,44.68,8.78,3.33,392.22,-0.5177253375669417
2,0,38,0,2115,36,283,18,3,1,1,30,1218.04,0,58.75,4.0,31.44,235.0,0.6240712170086422
11,0,37,2,8870,118,142,43,3,1,1,30,927.52,0,75.17,13.11,15.78,985.56,2.4060164275370792
5,0,38,0,13528,166,0,44,3,1,1,30,547.76,0,81.49,18.44,0.0,1503.11,3.0934886142347318
5,0,38,1,4270,80,0,25,3,1,1,30,174.0,0,53.38,8.89,0.0,474.44,-0.5886880648214988
4,0,38,0,5673,92,5,12,2,1,1,25,281.925,0,61.66,10.22,0.56,630.33,-0.004660806508384074
7,0,38,0,1993,51,6,17,3,1,1,30,105.76,0,39.08,5.67,0.67,221.44,-1.5776406581916744
23,0,38,3,14895,222,52,32,3,1,1,30,812.68,0,67.09,24.67,5.78,1655.0,4.844338778143243
2,0,38,1,2850,24,481,8,3,1,1,30,2038.96,0,118.75,2.67,53.44,316.67,2.329066737450136
7,0,37,0,15240,179,148,30,2,1,1,25,1359.855,0,85.14,19.89,16.44,1693.33,5.0239175649090555
1,0,37,1,6255,83,184,26,3,1,1,30,989.52,0,75.36,9.22,20.44,695.0,1.5492363174732326
0,0,37,0,630,11,0,11,2,1,1,25,28.845,0,57.27,1.22,0.0,70.0,-2.6462471169403163
0,0,38,0,465,11,11,8,2,1,1,25,70.92,0,42.27,1.22,1.22,51.67,-2.5886996781655927
0,0,37,0,0,0,0,0,2,1,1,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
1,0,37,0,7263,124,382,43,2,1,1,25,2051.415,0,58.57,13.78,42.44,807.0,4.237400519631922
5,0,37,1,11220,151,9,47,3,1,1,30,490.84,0,74.3,16.78,1.0,1246.67,2.3661781307036667
6,0,37,1,6473,72,106,37,2,1,1,25,771.525,0,89.9,8.0,11.78,719.22,0.7251582345337974
21,1,33,0,710,44,14,17,2,1,1,25,96.93,1,16.14,4.89,1.56,78.89,-1.9324303119947748
19,0,36,8,10190,90,0,42,4,1,1,45,257.0,0,113.22,10.0,0.0,1132.22,0.9861078020189248
11,1,36,1,5573,95,24,24,2,1,1,25,363.06,1,58.66,10.56,2.67,619.22,0.1905285616615902
0,0,34,0,2595,19,0,14,3,1,1,30,104.56,0,136.58,2.11,0.0,288.33,-2.0424102987899775
7,0,35,0,2745,38,7,16,3,1,1,30,139.32,1,72.24,4.22,0.78,305.0,-1.6161334345479668
7,1,36,0,2023,41,32,31,3,1,1,30,210.56,1,49.34,4.56,3.56,224.78,-1.5154989547778412
0,0,36,0,0,0,0,0,3,1,1,30,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,36,0,1423,22,0,6,3,1,1,30,57.8,0,64.68,2.44,0.0,158.11,-2.2678739683478306
1,0,33,1,6540,94,12,22,4,1,1,45,195.85,0,69.57,10.44,1.33,726.67,0.29673109415415977
0,0,36,0,383,4,7,4,4,1,1,45,27.175,1,95.75,0.44,0.78,42.56,-2.7645592717474314
23,0,31,3,15830,235,0,80,2,1,1,25,722.925,0,67.36,26.11,0.0,1758.89,4.8342927644478
4,0,34,3,6720,113,269,33,2,2,1,25,1517.985,0,59.47,12.56,29.89,746.67,2.925772402708315
0,0,36,0,3473,79,0,28,2,1,1,25,159.84,0,43.96,8.78,0.0,385.89,-0.7946988584492474
1,0,35,0,1420,41,36,20,3,1,1,30,202.44,0,34.63,4.56,4.0,157.78,-1.6231211274073243
4,0,36,0,2535,50,173,23,2,1,1,25,894.825,0,50.7,5.56,19.22,281.67,4.26150809467174e-05
2,1,27,1,1070,33,191,11,2,2,1,25,909.135,0,32.42,3.67,21.22,118.89,-0.4833160936698282
9,0,27,0,455,22,8,7,2,1,1,25,57.465,0,20.68,2.44,0.89,50.56,-2.426774766033128
0,0,26,0,580,7,19,3,4,1,1,45,62.175,0,82.86,0.78,2.11,64.44,-2.5605373827688633
8,0,25,0,980,29,17,13,2,1,1,25,121.905,0,33.79,3.22,1.89,108.89,-2.1021271716045797
0,0,25,0,2980,58,6,23,3,1,1,30,145.52,0,51.38,6.44,0.67,331.11,-1.222664138336454
0,0,18,0,1450,23,26,14,2,1,1,25,183.285,0,63.04,2.56,2.89,161.11,-2.0158022418400003
14,1,17,1,6148,138,83,42,1,2,1,15,802.23,0,44.55,15.33,9.22,683.11,1.5900589983647058
10,0,15,0,8688,168,71,40,4,1,1,45,398.9,0,51.71,18.67,7.89,965.33,2.605908614118945
6,0,16,3,2608,42,29,19,3,1,1,30,222.0,0,62.1,4.67,3.22,289.78,-1.386024479055331
0,0,9,1,4145,37,213,10,3,1,1,30,1019.28,0,112.03,4.11,23.67,460.56,0.5071940164724875
1,1,9,1,1243,16,0,7,3,1,1,30,50.36,1,77.69,1.78,0.0,138.11,-2.4144723186268293
0,0,34,0,4005,62,0,13,2,1,1,25,183.015,0,64.6,6.89,0.0,445.0,-0.9633802770754736
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
2,0,33,0,2088,51,347,20,2,1,1,25,1657.755,0,40.94,5.67,38.56,232.0,1.4397328129794351
2,0,34,0,3833,57,0,31,2,1,1,25,175.05,0,67.25,6.33,0.0,425.89,-1.0907537960612808
0,0,34,0,2028,49,0,29,1,1,1,15,114.235,0,41.39,5.44,0.0,225.33,-1.656712599036044
3,0,34,0,3410,73,20,24,2,1,1,25,246.735,0,46.71,8.11,2.22,378.89,-0.7379459248137683
0,0,34,0,1995,30,273,14,3,1,1,30,1173.0,0,66.5,3.33,30.33,221.67,0.4038506297618156
5,0,33,0,8750,112,132,39,3,1,1,30,882.48,0,78.12,12.44,14.67,972.22,2.1857958402902526
0,0,34,0,13408,160,0,40,3,1,1,30,542.72,0,83.8,17.78,0.0,1489.78,2.9610945196465743
0,0,34,0,4150,74,0,21,3,1,1,30,168.96,0,56.08,8.22,0.0,461.11,-0.7210821594096565
0,0,34,0,5553,86,0,8,2,1,1,25,253.755,0,64.57,9.56,0.0,617.0,-0.18096814742587608
1,0,34,0,1873,45,0,13,3,1,2,30,76.72,0,41.62,5.0,0.0,208.11,-1.7627306483750336
17,0,34,1,14775,216,42,28,2,1,1,25,863.595,0,68.4,24.0,4.67,1641.67,4.624118190896417
0,0,34,0,2730,18,471,4,3,1,1,30,1993.92,0,151.67,2.0,52.33,303.33,2.1088461502033096
1,0,33,0,15120,173,138,26,2,1,1,25,1309.185,0,87.4,19.22,15.33,1680.0,4.80369697766223
0,0,33,0,6135,77,174,22,3,1,1,30,944.48,0,79.68,8.56,19.33,681.67,1.329015730226406
0,0,34,0,345,5,1,4,2,1,2,25,20.25,0,69.0,0.56,0.11,38.33,-2.8089202654124197
0,0,33,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,33,0,7143,118,372,39,2,1,1,25,2000.745,0,60.53,13.11,41.33,793.67,4.017179932385096
0,0,33,0,11100,145,0,43,3,1,1,30,449.8,0,76.55,16.11,0.0,1233.33,2.1547401927227066
0,0,33,0,6353,66,96,33,2,1,1,25,720.855,0,96.26,7.33,10.67,705.89,0.5049376472869709
15,0,29,0,590,38,4,13,2,1,2,25,46.26,1,15.53,4.22,0.44,65.56,-2.152650899241601
13,0,32,6,10070,84,0,38,4,1,1,45,253.85,0,119.88,9.33,0.0,1118.89,0.8537137074307671
5,1,32,0,5453,89,14,20,2,1,1,25,312.39,1,61.27,9.89,1.56,605.89,-0.029692025585236426
0,0,30,0,2475,13,0,10,3,1,1,30,99.52,0,190.38,1.44,0.0,275.0,-2.174804393378135
1,1,31,0,2625,32,0,12,2,1,2,25,119.565,1,82.03,3.56,0.0,291.67,-1.8100060739971928
1,0,32,0,1903,35,22,27,3,1,2,30,165.52,1,54.37,3.89,2.44,211.44,-1.7357195420246678
0,1,32,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,32,0,1303,16,0,2,3,1,1,30,52.76,0,81.44,1.78,0.0,144.78,-2.4002680629359885
0,0,29,0,6420,88,2,18,4,1,1,45,167.7,0,72.95,9.78,0.22,713.33,0.07651050690733319
0,0,32,0,263,1,0,1,3,1,2,30,10.56,1,263.0,0.11,0.0,29.22,-2.90643911959342
0,0,32,0,0,0,0,0,4,1,1,45,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
17,0,27,1,15710,229,0,76,2,1,1,25,717.255,0,68.6,25.44,0.0,1745.56,4.701898669859642
0,0,30,1,6600,107,259,29,2,2,1,25,1467.315,0,61.68,11.89,28.78,733.33,2.7055518154614884
0,0,32,0,3353,73,0,24,2,1,1,25,154.17,0,45.93,8.11,0.0,372.56,-0.927092953037405
0,0,31,0,1300,35,26,16,3,1,2,30,157.4,0,37.14,3.89,2.89,144.44,-1.8433417146541506
0,0,32,0,2415,44,163,19,2,1,1,25,844.155,0,54.89,4.89,18.11,268.33,-0.22017797216587986
0,0,23,0,950,27,181,7,2,2,1,25,858.465,0,35.19,3.0,20.11,105.56,-0.7035366809166547
3,0,23,0,335,16,0,3,2,1,2,25,15.795,0,20.94,1.78,0.0,37.22,-2.629430054748221
0,0,22,0,0,0,9,0,4,1,2,45,22.5,0,0.0,0.0,1.0,0.0,-2.9069881941798825
2,0,21,0,860,23,7,9,2,1,1,25,71.235,0,37.39,2.56,0.78,95.56,-2.3223477588514063
0,0,21,0,2860,52,0,19,3,1,1,30,116.48,0,55.0,5.78,0.0,317.78,-1.4077541285198127
0,0,14,0,1330,17,16,10,2,1,1,25,132.615,0,78.24,1.89,1.78,147.78,-2.236022829086827
8,0,13,0,6028,132,73,38,1,2,1,15,740.3,0,45.67,14.67,8.11,669.78,1.3698384111178792
